134728,0 1 0 0 2 0 3 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0
79222,2 4 0 5 1 4 3 1 1 1 0 2 1 3 0 0 3 0 3 4 1 2 0 3 2 1 1 0 4 1 1 0 2 6 0 1 4 1 3 2 0 3 0 4 2 4 0 2 0 0 0 0 0 1 4 2 0 1 0 0 1 1 0 2 4 1 0 0 0 1 2 0 1 4 2 0 0 0 0 0 2 0 0 0 1 2 0 1 2 0 3 1 1 1 2 1 0 0 0 0
424415,0 0 0 1 0 1 0 1 2 1 1 2 0 1 0 0 0 0 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
195977,6 10 3 3 0 2 0 4 2 1 3 1 3 1 2 7 0 13 0 1 1 1 1 1 2 3 3 0 1 0 11 2 1 0 2 0 0 1 1 1 0 0 2 0 2 0 0 1 4 2 1 0 19 0 0 1 3 0 0 0 0 0 3 0 1 0 2 1 2 1 0 2 0 0 0 0 3 0 0 1 0 0 0 1 1 3 0 4 1 1 0 0 1 0 2 3 3 0 1 0
44235,2 1 0 1 0 0 0 2 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
78274,8 7 2 8 1 1 0 9 5 2 1 1 7 4 20 2 0 8 3 6 1 1 10 3 6 2 1 1 4 0 3 1 3 3 6 2 2 2 1 1 1 2 1 1 3 3 0 1 3 3 0 3 0 0 0 1 5 3 3 0 1 0 0 1 0 0 0 1 4 1 1 2 1 1 2 2 1 1 0 1 0 1 1 0 1 2 1 0 1 1 1 2 1 2 0 4 0 0 1 0
207860,8 5 1 0 0 4 1 1 1 2 2 3 0 2 1 1 2 0 1 1 0 4 0 0 4 0 0 0 1 5 1 1 0 1 2 0 10 1 0 1 3 0 0 0 0 0 8 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 0 1 3 0 0 0 2 0 3 1 0 0 0 2 0 0 3 0 2 0 3 0
235064,0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
8846,3 2 4 2 0 0 0 3 2 1 1 1 0 0 0 2 0 2 0 2 0 1 0 0 1 0 1 0 1 0 2 2 0 0 1 0 0 1 1 0 1 1 1 0 0 0 0 1 0 2 0 5 8 0 2 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1
426090,3 2 1 5 0 2 0 2 1 2 2 0 0 1 0 0 0 0 0 0 0 1 3 0 1 1 0 0 1 2 1 3 2 0 0 0 2 1 1 1 3 2 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 9 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 1
33096,15 3 8 4 0 3 0 4 4 3 2 4 1 2 0 4 0 0 3 5 1 5 0 2 1 0 3 0 1 0 0 2 1 0 0 1 0 2 2 4 0 1 0 0 0 1 0 2 1 0 0 0 0 0 0 0 4 0 0 2 0 0 2 2 0 0 1 0 0 0 0 1 0 0 1 1 1 0 3 2 0 4 2 0 1 1 0 0 0 1 0 0 0 1 2 1 4 0 0 0
82122,1 1 1 0 4 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0
211570,4 6 0 3 0 3 9 4 2 1 3 2 3 4 0 4 3 0 6 0 2 1 3 2 0 2 0 2 1 2 0 1 0 0 0 3 1 2 5 2 1 1 0 20 3 1 2 0 2 0 0 0 0 1 0 0 0 0 0 3 0 3 0 0 3 2 1 3 0 1 3 1 2 3 2 1 3 0 0 2 0 2 1 0 2 0 2 0 0 0 1 0 0 0 0 0 0 2 0 0
232041,4 2 4 2 0 0 0 2 3 2 1 2 0 0 4 0 0 0 1 0 0 2 0 1 1 0 1 0 0 0 0 0 1 1 1 0 0 1 4 2 1 0 0 0 2 0 2 1 0 5 0 0 0 0 0 1 0 0 2 0 0 1 0 0 1 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 3 0 3 1 0 0 0 0 0 0
232042,5 1 1 3 5 0 7 1 1 0 3 1 0 0 0 3 0 0 1 0 1 0 0 1 0 0 1 0 0 0 2 1 0 0 0 2 0 1 0 0 1 1 0 0 1 0 0 2 3 0 2 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 0 0 1 3 0 0 0 1 1 1 0 2 0 0 2 0 1 0 1 0 0 2 0
98783,34 12 9 4 0 10 0 9 9 4 9 8 3 4 0 1 0 3 5 0 1 2 1 4 5 4 3 0 2 1 9 4 1 0 4 1 0 6 3 3 6 2 0 0 5 4 1 3 3 2 1 0 0 0 16 1 3 0 0 0 0 0 22 4 0 0 1 0 1 2 0 3 3 0 4 4 2 0 0 2 0 2 3 3 1 0 1 3 0 2 0 5 1 6 1 2 0 3 2 0
175042,1 1 3 3 0 1 4 1 4 2 1 0 0 2 0 3 2 1 0 0 2 0 2 1 0 0 1 0 0 0 3 0 0 1 1 1 0 1 0 2 1 0 0 0 0 2 0 0 2 1 0 0 0 10 0 0 0 3 2 0 0 0 0 2 0 1 0 7 1 0 1 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 2 1 0 0 2 1 0 0 0 1 0 0 1 0
200083,3 6 5 3 0 0 0 2 0 2 2 4 4 1 0 3 0 2 1 0 0 2 0 1 2 3 1 0 2 1 3 0 2 0 0 0 0 1 0 0 3 0 1 0 1 0 0 0 1 0 1 0 0 0 1 4 0 0 2 0 5 0 11 2 0 0 2 3 0 1 0 1 0 0 2 0 1 0 0 0 0 0 1 2 0 1 3 0 0 1 0 0 0 2 0 1 0 0 0 0
152116,4 15 11 6 0 9 43 7 9 4 2 5 5 4 0 5 2 3 1 1 1 5 1 2 5 8 1 0 0 0 0 3 5 2 2 3 2 0 0 1 0 6 10 1 5 1 1 0 3 2 6 5 0 0 0 1 1 0 3 0 0 0 0 3 1 3 2 2 3 3 1 2 1 7 0 0 2 0 3 0 2 1 3 0 2 2 0 2 0 0 0 3 4 0 0 0 2 8 0 4
164143,5 1 0 0 0 0 0 1 0 0 0 0 0 0 6 0 0 1 1 0 0 2 0 1 0 2 0 0 0 1 0 0 0 1 0 1 0 1 0 0 3 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0
21132,4 7 4 6 0 3 0 1 8 2 4 3 2 2 0 10 0 4 4 1 1 1 1 1 4 2 0 0 1 1 4 2 2 0 2 0 2 1 3 1 1 1 0 0 2 2 1 1 1 2 0 1 0 1 9 0 0 0 3 1 0 0 0 1 0 2 0 7 3 1 0 0 0 0 0 0 0 0 1 2 0 3 0 2 0 3 0 0 1 1 0 2 0 2 0 0 0 0 0 0
32082,9 8 13 9 1 5 0 6 5 13 5 13 3 1 4 13 0 20 7 9 3 2 0 12 3 8 1 2 9 3 3 5 3 0 5 0 1 5 3 3 0 2 1 0 1 3 1 5 5 10 2 24 48 0 18 7 2 0 13 0 3 1 24 3 0 4 1 3 2 2 0 3 1 0 2 2 0 0 0 1 0 1 3 5 2 2 3 2 1 6 0 1 0 3 0 4 2 1 1 0
115119,6 1 4 0 0 1 0 1 0 0 2 0 2 1 2 7 0 6 0 2 0 1 1 0 0 1 2 0 0 0 3 1 0 0 1 0 0 1 1 0 2 1 1 0 2 0 0 1 1 0 1 0 1 0 1 0 0 0 3 0 0 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 2 0 0 0 1 2 2 0 0 0 0 0 0 1 0 0 0
62125,0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
139831,1 5 5 3 0 1 0 0 2 1 3 0 1 2 0 1 0 0 0 0 0 0 0 0 1 4 1 0 0 2 1 0 1 0 0 0 0 0 0 1 0 0 2 0 0 0 0 2 0 0 2 2 1 0 1 1 1 0 4 0 1 0 6 0 0 1 2 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 2 0 1 2 1 1 3 0 0 0 1 0 1 0 0 0 0
237164,3 4 1 3 9 2 0 1 2 2 0 0 0 1 8 0 3 1 0 0 2 1 3 1 1 1 5 4 0 0 0 2 1 2 2 0 2 1 0 0 0 0 1 0 0 2 1 0 1 1 2 0 0 1 0 0 0 0 4 0 0 1 0 1 0 2 0 0 0 0 0 1 0 0 2 0 1 0 0 2 0 1 2 4 0 1 1 0 1 2 0 1 0 2 0 1 0 0 0 0
367376,11 8 7 8 8 4 1 0 3 1 3 0 5 3 0 0 2 0 1 0 11 2 0 2 3 0 1 1 0 0 1 3 1 1 0 1 0 2 0 1 2 1 0 0 1 3 6 0 0 0 1 1 0 10 0 0 1 3 0 1 0 0 0 0 6 0 1 0 1 0 2 1 1 6 0 1 2 2 1 0 1 3 1 0 2 1 1 0 2 1 1 0 1 0 1 3 0 7 1 6
17083,4 7 3 2 1 8 0 1 6 3 2 2 5 3 2 5 0 4 2 7 0 2 0 10 4 5 0 29 2 1 0 1 2 0 2 0 1 1 2 1 1 3 3 0 4 0 0 2 4 4 4 19 1 1 0 0 0 0 3 0 6 0 0 1 0 0 1 3 0 1 0 1 2 0 2 0 0 0 0 1 0 0 0 2 1 1 1 2 0 0 0 1 2 2 0 1 0 0 1 1
133054,0 3 3 2 2 1 0 1 4 3 1 3 2 0 0 0 1 0 1 2 1 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 2 0 0 0 1 0 1 1 0 0 0 2 1 1 4 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0
135585,32 22 13 19 57 7 57 11 6 6 8 4 8 7 27 0 7 7 5 1 21 4 10 7 4 6 4 0 1 0 0 10 5 4 4 5 9 2 13 4 5 5 4 1 5 9 2 4 4 5 6 2 0 2 0 5 2 2 6 0 8 3 0 4 5 7 3 3 6 5 4 4 7 1 3 3 4 0 30 3 11 2 4 5 4 4 0 2 3 5 0 6 1 0 2 4 0 2 3 1
24554,2 0 3 4 0 2 2 1 3 1 1 1 1 0 0 0 0 1 0 1 6 0 2 0 0 0 0 1 0 1 0 0 2 0 1 4 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 8 1 0 0 2 1 2 2 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0
12572,20 16 10 15 0 2 13 5 4 7 3 6 5 4 20 0 7 9 3 15 4 5 3 6 3 2 7 9 5 4 0 4 1 3 6 4 2 2 3 4 3 1 3 1 8 1 1 2 3 4 3 0 0 1 3 0 1 5 0 1 1 3 0 0 1 2 4 1 2 4 4 2 3 1 2 4 1 6 2 2 4 1 1 0 1 5 1 1 2 4 8 2 3 0 1 2 0 2 1 0
16809,1 3 2 0 6 0 5 0 0 0 0 0 0 0 2 0 0 1 1 0 1 2 0 0 1 0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 1 2 0 0 0 0 0 0 0
139213,8 2 5 3 0 0 1 0 3 4 0 2 0 2 8 0 0 7 8 1 13 4 0 6 3 0 0 3 0 4 1 3 0 12 4 2 2 5 6 0 5 0 1 0 1 0 4 2 0 3 0 0 0 0 1 0 0 5 0 0 1 1 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 5 1 1 1 1 0 0 0 0 0 1 1 2 2 2 0 0 0 1 0 0 1 0
86858,18 8 8 12 19 7 0 2 3 3 2 1 7 5 13 0 6 0 1 0 1 4 6 3 2 2 3 0 7 2 1 0 3 10 2 5 9 2 0 2 5 3 2 9 6 2 0 6 4 1 2 1 0 4 0 3 3 3 0 7 0 1 0 2 0 0 3 0 3 1 3 1 3 2 2 1 4 5 1 3 0 1 2 0 3 1 0 1 1 1 1 1 0 0 0 1 0 0 3 0
129925,4 1 2 2 1 2 0 3 1 2 2 0 1 2 0 0 0 0 3 1 3 0 1 1 1 0 1 0 0 0 0 1 1 0 1 1 0 3 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0
274368,1 0 0 1 0 1 0 0 1 0 0 2 0 0 0 0 0 2 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
